Top 4808 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ 1.0 * sign_input_10: mean_abs=0.0120, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.994, pct<= 0.5=0.994
sum_target_1_3 ~ 1.0 * sum_input_8_10: mean_abs=21.2848, median_abs=15.5898, max_abs=89.5420, pct<= 0.1=0.008, pct<= 0.5=0.046
prod_target_1_2 ~ -0.9365 * prod_input_3_6: mean_abs=139.1620, median_abs=100.3803, max_abs=534.5796, pct<= 0.1=0.014, pct<= 0.5=0.082
prod_target_1_3 ~ 1.0 * prod_input_1_2: mean_abs=282.8850, median_abs=140.4010, max_abs=2084.4124, pct<= 0.1=0.014, pct<= 0.5=0.142
prod_target_1_4 ~ -0.7767 * prod_input_6_10: mean_abs=234.0028, median_abs=123.9560, max_abs=1334.7375, pct<= 0.1=0.016, pct<= 0.5=0.064
angle_target_1_4 ~ 1.0 * angle_input_3_5: mean_abs=1.8967, median_abs=2.0038, max_abs=3.1380, pct<= 0.1=0.010, pct<= 0.5=0.138
diff_target_1_2 ~ 1.0 * diff_input_10_12: mean_abs=21.1167, median_abs=14.4754, max_abs=76.1284, pct<= 0.1=0.062, pct<= 0.5=0.410
prod_target_1_3 ~ -0.7454 * prod_input_4_6: mean_abs=266.0658, median_abs=104.9355, max_abs=1792.7238, pct<= 0.1=0.008, pct<= 0.5=0.052
raw_target_1 ~ 1.0 * raw_input_5: mean_abs=12.0860, median_abs=10.9847, max_abs=40.4929, pct<= 0.1=0.020, pct<= 0.5=0.154
prod_target_2_3 ~ 1.0 * prod_input_7_12: mean_abs=263.9116, median_abs=147.8440, max_abs=1751.5401, pct<= 0.1=0.040, pct<= 0.5=0.150
diff_target_2_4 ~ 1.8888 * diff_input_6_9: mean_abs=16.8787, median_abs=13.9117, max_abs=60.4256, pct<= 0.1=0.074, pct<= 0.5=0.320
prod_target_1_4 ~ 1.0 * prod_input_4_5: mean_abs=234.8115, median_abs=122.3702, max_abs=1248.3579, pct<= 0.1=0.014, pct<= 0.5=0.104
sum_target_3_4 ~ 1.0 * sum_input_3_10: mean_abs=22.0722, median_abs=19.9279, max_abs=71.9686, pct<= 0.1=0.008, pct<= 0.5=0.068
sum_target_1_2 ~ 1.0 * sum_input_5_11: mean_abs=17.4368, median_abs=13.4727, max_abs=64.5702, pct<= 0.1=0.046, pct<= 0.5=0.288
prod_target_1_4 ~ 1.0 * prod_input_6_10: mean_abs=233.4400, median_abs=122.6261, max_abs=1352.8183, pct<= 0.1=0.010, pct<= 0.5=0.078
prod_target_1_3 ~ 1.0 * prod_input_7_9: mean_abs=291.6430, median_abs=163.8195, max_abs=2109.9239, pct<= 0.1=0.028, pct<= 0.5=0.162
prod_target_2_3 ~ 1.0 * prod_input_8_12: mean_abs=259.0230, median_abs=141.1667, max_abs=1719.8067, pct<= 0.1=0.012, pct<= 0.5=0.134
prod_target_1_4 ~ 1.0 * prod_input_8_10: mean_abs=268.7824, median_abs=169.8608, max_abs=1456.1298, pct<= 0.1=0.020, pct<= 0.5=0.162
sum_target_3_4 ~ 1.0 * sum_input_7_10: mean_abs=22.0712, median_abs=20.2260, max_abs=66.9849, pct<= 0.1=0.006, pct<= 0.5=0.054
prod_target_1_3 ~ 1.0 * prod_input_5_10: mean_abs=272.6033, median_abs=133.7550, max_abs=1974.2264, pct<= 0.1=0.028, pct<= 0.5=0.122
prod_target_1_3 ~ 1.0 * prod_input_1_7: mean_abs=292.4116, median_abs=164.4109, max_abs=2122.6376, pct<= 0.1=0.026, pct<= 0.5=0.182
prod_target_1_4 ~ 1.0 * prod_input_2_11: mean_abs=241.5057, median_abs=132.3028, max_abs=1302.9334, pct<= 0.1=0.016, pct<= 0.5=0.102
prod_target_1_3 ~ 1.0 * prod_input_3_4: mean_abs=297.7177, median_abs=172.2871, max_abs=2141.4941, pct<= 0.1=0.024, pct<= 0.5=0.170
prod_target_1_3 ~ 1.0 * prod_input_10_11: mean_abs=276.5376, median_abs=141.5577, max_abs=1999.2528, pct<= 0.1=0.018, pct<= 0.5=0.128
prod_target_1_3 ~ 1.0 * prod_input_3_12: mean_abs=289.1292, median_abs=159.3925, max_abs=2157.0828, pct<= 0.1=0.022, pct<= 0.5=0.156
raw_target_1 ~ 1.0 * raw_input_11: mean_abs=12.2502, median_abs=10.5266, max_abs=41.8594, pct<= 0.1=0.024, pct<= 0.5=0.202
prod_target_1_4 ~ 1.0 * prod_input_9_11: mean_abs=241.2269, median_abs=135.5882, max_abs=1298.0315, pct<= 0.1=0.014, pct<= 0.5=0.116
diff_target_1_2 ~ 1.0 * diff_input_5_6: mean_abs=18.2778, median_abs=16.7711, max_abs=53.0598, pct<= 0.1=0.012, pct<= 0.5=0.138
prod_target_2_4 ~ 1.0 * prod_input_5_11: mean_abs=272.4782, median_abs=104.7169, max_abs=1902.3241, pct<= 0.1=0.014, pct<= 0.5=0.092
sign_target_2 ~ 1.0 * sign_input_1: mean_abs=0.9800, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.510, pct<= 0.5=0.510
sign_target_2 ~ 1.0 * sign_input_6: mean_abs=0.9800, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.510, pct<= 0.5=0.510
diff_target_1_4 ~ 1.0 * diff_input_2_8: mean_abs=20.8608, median_abs=17.2077, max_abs=72.2630, pct<= 0.1=0.010, pct<= 0.5=0.032
diff_target_2_3 ~ 1.0 * diff_input_5_11: mean_abs=21.4687, median_abs=16.7586, max_abs=83.8822, pct<= 0.1=0.008, pct<= 0.5=0.040
prod_target_2_3 ~ 1.0 * prod_input_6_10: mean_abs=237.8722, median_abs=135.2234, max_abs=1456.1962, pct<= 0.1=0.004, pct<= 0.5=0.088
sum_target_3_4 ~ 1.0 * sum_input_9_10: mean_abs=22.1262, median_abs=20.1201, max_abs=62.1074, pct<= 0.1=0.010, pct<= 0.5=0.054
prod_target_1_3 ~ -0.8459 * prod_input_6_9: mean_abs=266.3145, median_abs=105.6025, max_abs=1787.9625, pct<= 0.1=0.012, pct<= 0.5=0.060
sum_target_1_4 ~ 1.0 * sum_input_11_12: mean_abs=20.4629, median_abs=16.6148, max_abs=72.1525, pct<= 0.1=0.008, pct<= 0.5=0.042
diff_target_1_2 ~ 0.2776 * diff_input_2_9: mean_abs=18.2816, median_abs=17.0710, max_abs=48.0167, pct<= 0.1=0.006, pct<= 0.5=0.018
sum_target_2_3 ~ 1.0 * sum_input_8_10: mean_abs=20.3278, median_abs=17.3112, max_abs=72.5151, pct<= 0.1=0.012, pct<= 0.5=0.062
prod_target_1_3 ~ 1.0 * prod_input_4_6: mean_abs=264.6823, median_abs=98.3067, max_abs=1817.4143, pct<= 0.1=0.012, pct<= 0.5=0.062
sum_target_1_2 ~ 1.0 * sum_input_6_11: mean_abs=15.9815, median_abs=13.2191, max_abs=52.1144, pct<= 0.1=0.012, pct<= 0.5=0.120
sum_target_3_4 ~ 1.0 * sum_input_9_11: mean_abs=22.2298, median_abs=20.7559, max_abs=67.7285, pct<= 0.1=0.006, pct<= 0.5=0.058
sum_target_3_4 ~ 1.0 * sum_input_5_7: mean_abs=22.6738, median_abs=20.4253, max_abs=78.3407, pct<= 0.1=0.018, pct<= 0.5=0.132
prod_target_1_4 ~ 1.0 * prod_input_2_5: mean_abs=237.2668, median_abs=127.2536, max_abs=1282.8427, pct<= 0.1=0.014, pct<= 0.5=0.104
prod_target_1_3 ~ 1.0 * prod_input_1_8: mean_abs=287.1836, median_abs=148.9903, max_abs=2093.4019, pct<= 0.1=0.024, pct<= 0.5=0.152
prod_target_1_3 ~ 1.0 * prod_input_4_12: mean_abs=272.6736, median_abs=127.0865, max_abs=1942.4117, pct<= 0.1=0.018, pct<= 0.5=0.126
prod_target_1_3 ~ 1.0 * prod_input_2_12: mean_abs=275.5134, median_abs=133.2679, max_abs=2006.2376, pct<= 0.1=0.018, pct<= 0.5=0.116
prod_target_2_4 ~ 1.0 * prod_input_3_6: mean_abs=269.4574, median_abs=111.6465, max_abs=1794.2589, pct<= 0.1=0.014, pct<= 0.5=0.078
prod_target_1_4 ~ 1.0 * prod_input_1_5: mean_abs=236.6730, median_abs=127.4454, max_abs=1278.5471, pct<= 0.1=0.014, pct<= 0.5=0.106
diff_target_1_2 ~ -0.7593 * diff_input_1_9: mean_abs=18.2330, median_abs=17.1681, max_abs=49.3313, pct<= 0.1=0.006, pct<= 0.5=0.034
sum_target_3_4 ~ 1.0 * sum_input_8_11: mean_abs=22.3940, median_abs=20.4347, max_abs=72.9577, pct<= 0.1=0.016, pct<= 0.5=0.078
diff_target_1_2 ~ 1.0 * diff_input_5_9: mean_abs=19.9468, median_abs=14.4854, max_abs=69.0942, pct<= 0.1=0.048, pct<= 0.5=0.404
diff_target_1_4 ~ 1.0 * diff_input_1_9: mean_abs=21.7702, median_abs=17.9160, max_abs=81.4790, pct<= 0.1=0.008, pct<= 0.5=0.038
prod_target_1_3 ~ 1.0 * prod_input_4_9: mean_abs=278.5070, median_abs=139.2366, max_abs=1973.3900, pct<= 0.1=0.018, pct<= 0.5=0.144
abs_target_4 ~ 2.5801 * abs_input_12: mean_abs=11.2516, median_abs=10.0436, max_abs=32.1275, pct<= 0.1=0.048, pct<= 0.5=0.482
prod_target_1_4 ~ 1.0 * prod_input_10_12: mean_abs=246.8628, median_abs=137.7846, max_abs=1346.9675, pct<= 0.1=0.010, pct<= 0.5=0.124
prod_target_1_4 ~ 1.0 * prod_input_5_6: mean_abs=232.2554, median_abs=121.9753, max_abs=1346.2806, pct<= 0.1=0.004, pct<= 0.5=0.056
diff_target_1_3 ~ 2.1418 * diff_input_6_11: mean_abs=14.5241, median_abs=10.6012, max_abs=63.4862, pct<= 0.1=0.074, pct<= 0.5=0.388
prod_target_1_4 ~ 1.0 * prod_input_5_12: mean_abs=234.4186, median_abs=124.3148, max_abs=1250.2266, pct<= 0.1=0.014, pct<= 0.5=0.084
prod_target_2_4 ~ 1.0 * prod_input_2_6: mean_abs=267.2465, median_abs=110.2807, max_abs=1797.8345, pct<= 0.1=0.008, pct<= 0.5=0.060
prod_target_1_4 ~ 1.0 * prod_input_11_12: mean_abs=236.9003, median_abs=126.5725, max_abs=1255.7545, pct<= 0.1=0.010, pct<= 0.5=0.100
sum_target_3_4 ~ 1.0 * sum_input_1_11: mean_abs=22.1828, median_abs=20.6148, max_abs=68.5570, pct<= 0.1=0.006, pct<= 0.5=0.056
prod_target_2_3 ~ 1.0 * prod_input_3_12: mean_abs=272.8077, median_abs=164.8017, max_abs=1807.4443, pct<= 0.1=0.036, pct<= 0.5=0.162
prod_target_1_3 ~ 1.0 * prod_input_2_7: mean_abs=293.2020, median_abs=157.0180, max_abs=2124.7775, pct<= 0.1=0.030, pct<= 0.5=0.160
prod_target_1_3 ~ 1.0 * prod_input_1_12: mean_abs=274.5081, median_abs=137.1374, max_abs=2004.8867, pct<= 0.1=0.018, pct<= 0.5=0.120
diff_target_1_2 ~ 1.0 * diff_input_5_7: mean_abs=21.0012, median_abs=13.5108, max_abs=75.9127, pct<= 0.1=0.058, pct<= 0.5=0.410
diff_target_1_4 ~ -2.3810 * diff_input_3_4: mean_abs=14.9629, median_abs=10.9227, max_abs=73.3352, pct<= 0.1=0.064, pct<= 0.5=0.396
prod_target_2_3 ~ 0.8961 * prod_input_2_5: mean_abs=243.3287, median_abs=148.3657, max_abs=1354.6609, pct<= 0.1=0.012, pct<= 0.5=0.084
diff_target_1_4 ~ 1.0 * diff_input_1_8: mean_abs=21.0421, median_abs=17.3434, max_abs=75.0539, pct<= 0.1=0.004, pct<= 0.5=0.048
sign_target_2 ~ 1.0 * sign_input_2: mean_abs=0.9840, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.508, pct<= 0.5=0.508
prod_target_1_3 ~ 1.0 * prod_input_2_9: mean_abs=282.4229, median_abs=141.3358, max_abs=2051.4258, pct<= 0.1=0.026, pct<= 0.5=0.142
sum_target_1_2 ~ 1.0 * sum_input_4_10: mean_abs=15.7632, median_abs=13.0348, max_abs=53.4136, pct<= 0.1=0.012, pct<= 0.5=0.084
angle_target_2_4 ~ 1.0 * angle_input_3_11: mean_abs=1.8775, median_abs=1.9508, max_abs=3.1325, pct<= 0.1=0.004, pct<= 0.5=0.146
sum_target_1_2 ~ 1.0 * sum_input_5_10: mean_abs=19.7416, median_abs=14.5980, max_abs=74.9192, pct<= 0.1=0.044, pct<= 0.5=0.360
sum_target_1_2 ~ 1.0 * sum_input_10_11: mean_abs=20.2830, median_abs=14.9316, max_abs=74.4049, pct<= 0.1=0.042, pct<= 0.5=0.358
sum_target_3_4 ~ 0.3621 * sum_input_11_12: mean_abs=22.0462, median_abs=20.1631, max_abs=61.1990, pct<= 0.1=0.002, pct<= 0.5=0.016
diff_target_1_2 ~ -0.7809 * diff_input_1_4: mean_abs=18.2092, median_abs=17.0120, max_abs=46.6047, pct<= 0.1=0.006, pct<= 0.5=0.038
diff_target_3_4 ~ 1.0 * diff_input_1_9: mean_abs=34.7174, median_abs=35.3800, max_abs=64.3039, pct<= 0.1=0.002, pct<= 0.5=0.016
prod_target_2_3 ~ 1.0 * prod_input_8_9: mean_abs=278.3549, median_abs=161.5198, max_abs=1811.8607, pct<= 0.1=0.024, pct<= 0.5=0.156
prod_target_2_4 ~ 1.0 * prod_input_2_12: mean_abs=283.2024, median_abs=127.8125, max_abs=2016.0788, pct<= 0.1=0.020, pct<= 0.5=0.118
geom_target_2_3 ~ 3.9322 * geom_input_6_11: mean_abs=7.6822, median_abs=6.2324, max_abs=29.6029, pct<= 0.1=0.080, pct<= 0.5=0.440
diff_target_1_2 ~ 1.0 * diff_input_8_9: mean_abs=18.3254, median_abs=16.9843, max_abs=54.8020, pct<= 0.1=0.008, pct<= 0.5=0.052
prod_target_2_3 ~ 1.0 * prod_input_4_7: mean_abs=276.2571, median_abs=161.3175, max_abs=1804.6045, pct<= 0.1=0.024, pct<= 0.5=0.160
diff_target_2_3 ~ 1.9285 * diff_input_1_6: mean_abs=17.0025, median_abs=13.4860, max_abs=66.3619, pct<= 0.1=0.060, pct<= 0.5=0.364
prod_target_2_3 ~ 1.0 * prod_input_4_12: mean_abs=251.8603, median_abs=132.0406, max_abs=1620.1047, pct<= 0.1=0.006, pct<= 0.5=0.114
diff_target_1_2 ~ 1.0 * diff_input_10_11: mean_abs=18.2446, median_abs=16.8740, max_abs=53.8445, pct<= 0.1=0.010, pct<= 0.5=0.106
prod_target_2_3 ~ 1.0 * prod_input_5_11: mean_abs=244.6775, median_abs=120.3287, max_abs=1589.9530, pct<= 0.1=0.010, pct<= 0.5=0.078
prod_target_1_3 ~ 1.0 * prod_input_9_12: mean_abs=274.5137, median_abs=131.1464, max_abs=1981.2309, pct<= 0.1=0.018, pct<= 0.5=0.114
prod_target_2_3 ~ 1.0 * prod_input_5_10: mean_abs=255.8133, median_abs=133.7715, max_abs=1640.7411, pct<= 0.1=0.014, pct<= 0.5=0.124
prod_target_2_3 ~ 1.0 * prod_input_9_12: mean_abs=255.1503, median_abs=131.0493, max_abs=1650.8262, pct<= 0.1=0.016, pct<= 0.5=0.126
sum_target_3_4 ~ 1.0 * sum_input_1_10: mean_abs=22.0793, median_abs=19.7867, max_abs=63.9446, pct<= 0.1=0.000, pct<= 0.5=0.042
prod_target_1_2 ~ 1.0 * prod_input_6_10: mean_abs=139.4608, median_abs=100.1196, max_abs=541.1115, pct<= 0.1=0.018, pct<= 0.5=0.064
prod_target_2_4 ~ 1.0 * prod_input_9_12: mean_abs=284.5165, median_abs=131.9324, max_abs=2035.2215, pct<= 0.1=0.038, pct<= 0.5=0.122
prod_target_1_4 ~ 1.0 * prod_input_5_8: mean_abs=239.6512, median_abs=137.6741, max_abs=1297.9007, pct<= 0.1=0.024, pct<= 0.5=0.118
prod_target_1_3 ~ 1.0 * prod_input_6_12: mean_abs=264.2611, median_abs=96.2743, max_abs=1818.0663, pct<= 0.1=0.012, pct<= 0.5=0.054
diff_target_2_3 ~ -1.9536 * diff_input_6_9: mean_abs=16.8503, median_abs=13.5533, max_abs=65.7914, pct<= 0.1=0.082, pct<= 0.5=0.368
diff_target_1_3 ~ 1.0 * diff_input_1_2: mean_abs=19.1465, median_abs=14.2000, max_abs=89.1445, pct<= 0.1=0.014, pct<= 0.5=0.056
prod_target_2_4 ~ 1.0 * prod_input_6_7: mean_abs=268.4774, median_abs=111.0082, max_abs=1796.1262, pct<= 0.1=0.012, pct<= 0.5=0.070
prod_target_2_4 ~ 1.0 * prod_input_6_12: mean_abs=266.8127, median_abs=109.2246, max_abs=1799.1751, pct<= 0.1=0.012, pct<= 0.5=0.054
diff_target_2_3 ~ 1.0 * diff_input_2_4: mean_abs=21.4151, median_abs=16.9107, max_abs=83.8919, pct<= 0.1=0.004, pct<= 0.5=0.030
diff_target_1_3 ~ 1.0021 * diff_input_1_2: mean_abs=19.1465, median_abs=14.1997, max_abs=89.1448, pct<= 0.1=0.014, pct<= 0.5=0.056
prod_target_2_3 ~ 1.0 * prod_input_3_4: mean_abs=288.8776, median_abs=184.0060, max_abs=1857.8721, pct<= 0.1=0.028, pct<= 0.5=0.176
prod_target_1_3 ~ 1.0 * prod_input_3_6: mean_abs=266.1092, median_abs=101.4624, max_abs=1839.2392, pct<= 0.1=0.006, pct<= 0.5=0.058
diff_target_1_2 ~ 1.0 * diff_input_7_9: mean_abs=18.5156, median_abs=17.6009, max_abs=56.3723, pct<= 0.1=0.012, pct<= 0.5=0.064
prod_target_2_4 ~ 1.0 * prod_input_6_9: mean_abs=267.7432, median_abs=110.4772, max_abs=1797.3558, pct<= 0.1=0.014, pct<= 0.5=0.062
diff_target_1_2 ~ 1.0 * diff_input_5_12: mean_abs=19.1468, median_abs=15.3438, max_abs=64.2339, pct<= 0.1=0.032, pct<= 0.5=0.286
sum_target_3_4 ~ 1.0 * sum_input_8_10: mean_abs=22.1380, median_abs=19.7273, max_abs=64.5250, pct<= 0.1=0.006, pct<= 0.5=0.050
prod_target_2_4 ~ 1.0 * prod_input_4_6: mean_abs=267.0057, median_abs=109.8271, max_abs=1798.3274, pct<= 0.1=0.010, pct<= 0.5=0.064
prod_target_1_3 ~ 1.0 * prod_input_2_6: mean_abs=265.1167, median_abs=97.8776, max_abs=1823.9033, pct<= 0.1=0.010, pct<= 0.5=0.060
diff_target_2_3 ~ 1.0 * diff_input_1_4: mean_abs=21.2745, median_abs=16.7314, max_abs=83.0495, pct<= 0.1=0.004, pct<= 0.5=0.042
sum_target_3_4 ~ 1.0 * sum_input_2_11: mean_abs=22.1729, median_abs=20.8681, max_abs=68.3746, pct<= 0.1=0.008, pct<= 0.5=0.046
prod_target_1_3 ~ 1.0 * prod_input_2_4: mean_abs=279.4250, median_abs=142.6975, max_abs=1997.2950, pct<= 0.1=0.024, pct<= 0.5=0.126
sum_target_3_4 ~ 1.0 * sum_input_4_8: mean_abs=25.5499, median_abs=19.4529, max_abs=99.1088, pct<= 0.1=0.054, pct<= 0.5=0.376
sum_target_1_2 ~ 1.0 * sum_input_2_10: mean_abs=15.6306, median_abs=13.6537, max_abs=48.6284, pct<= 0.1=0.004, pct<= 0.5=0.068
prod_target_2_4 ~ 1.0 * prod_input_1_12: mean_abs=283.7837, median_abs=126.6525, max_abs=2009.5536, pct<= 0.1=0.028, pct<= 0.5=0.120
prod_target_2_4 ~ 0.8541 * prod_input_5_12: mean_abs=271.4265, median_abs=112.3198, max_abs=1828.3012, pct<= 0.1=0.006, pct<= 0.5=0.070
prod_target_2_3 ~ 1.0 * prod_input_4_8: mean_abs=269.0002, median_abs=154.5717, max_abs=1752.6389, pct<= 0.1=0.022, pct<= 0.5=0.138
diff_target_2_4 ~ 1.0 * diff_input_1_9: mean_abs=21.2130, median_abs=15.5786, max_abs=92.3915, pct<= 0.1=0.010, pct<= 0.5=0.052
sum_target_3_4 ~ 1.0 * sum_input_2_12: mean_abs=24.3901, median_abs=19.5794, max_abs=88.8526, pct<= 0.1=0.048, pct<= 0.5=0.326
sum_target_1_2 ~ 1.0 * sum_input_1_10: mean_abs=15.6620, median_abs=13.3068, max_abs=51.4382, pct<= 0.1=0.014, pct<= 0.5=0.070
prod_target_2_4 ~ 1.0 * prod_input_8_10: mean_abs=306.4470, median_abs=180.4063, max_abs=2106.9837, pct<= 0.1=0.024, pct<= 0.5=0.148
sum_target_3_4 ~ 1.0 * sum_input_6_8: mean_abs=23.4776, median_abs=20.1016, max_abs=85.5789, pct<= 0.1=0.026, pct<= 0.5=0.206
diff_target_3_4 ~ 1.0 * diff_input_2_9: mean_abs=34.4695, median_abs=35.0373, max_abs=63.6002, pct<= 0.1=0.000, pct<= 0.5=0.004
sum_target_3_4 ~ 1.0 * sum_input_3_11: mean_abs=22.7785, median_abs=20.2584, max_abs=78.6695, pct<= 0.1=0.018, pct<= 0.5=0.144
prod_target_1_4 ~ 1.0 * prod_input_7_11: mean_abs=248.2131, median_abs=141.3875, max_abs=1333.8222, pct<= 0.1=0.018, pct<= 0.5=0.134
prod_target_2_3 ~ 1.0 * prod_input_2_4: mean_abs=262.2648, median_abs=148.9769, max_abs=1721.7172, pct<= 0.1=0.026, pct<= 0.5=0.134
diff_target_1_2 ~ 1.0 * diff_input_1_2: mean_abs=18.3733, median_abs=17.2102, max_abs=50.9337, pct<= 0.1=0.008, pct<= 0.5=0.040
prod_target_2_3 ~ 1.0 * prod_input_1_4: mean_abs=264.0994, median_abs=146.1873, max_abs=1720.8432, pct<= 0.1=0.018, pct<= 0.5=0.126
diff_target_1_2 ~ -0.8249 * diff_input_4_12: mean_abs=18.2140, median_abs=16.8897, max_abs=47.4764, pct<= 0.1=0.002, pct<= 0.5=0.026
prod_target_1_4 ~ 0.7798 * prod_input_6_12: mean_abs=233.1475, median_abs=120.9457, max_abs=1337.1476, pct<= 0.1=0.012, pct<= 0.5=0.060
prod_target_2_4 ~ 1.0 * prod_input_7_10: mean_abs=316.2300, median_abs=189.1419, max_abs=2223.2967, pct<= 0.1=0.016, pct<= 0.5=0.164
prod_target_1_3 ~ 1.0 * prod_input_6_7: mean_abs=266.2116, median_abs=100.6732, max_abs=1826.7089, pct<= 0.1=0.006, pct<= 0.5=0.062
raw_target_2 ~ 1.0 * raw_input_9: mean_abs=13.6610, median_abs=10.1848, max_abs=49.8761, pct<= 0.1=0.050, pct<= 0.5=0.362
prod_target_2_3 ~ 1.0 * prod_input_2_12: mean_abs=254.8012, median_abs=135.6071, max_abs=1656.1008, pct<= 0.1=0.018, pct<= 0.5=0.128
sum_target_2_4 ~ 1.0 * sum_input_11_12: mean_abs=19.7812, median_abs=15.0237, max_abs=88.8187, pct<= 0.1=0.004, pct<= 0.5=0.028
sum_target_3_4 ~ 1.0 * sum_input_1_12: mean_abs=24.4701, median_abs=19.1766, max_abs=91.0467, pct<= 0.1=0.046, pct<= 0.5=0.318
prod_target_1_3 ~ 1.0 * prod_input_5_11: mean_abs=267.1934, median_abs=112.4062, max_abs=1903.1550, pct<= 0.1=0.010, pct<= 0.5=0.086
raw_target_4 ~ 2.5801 * raw_input_12: mean_abs=11.2532, median_abs=10.0436, max_abs=32.1276, pct<= 0.1=0.048, pct<= 0.5=0.480
prod_target_2_3 ~ 1.0 * prod_input_10_11: mean_abs=260.2867, median_abs=140.1423, max_abs=1687.1832, pct<= 0.1=0.016, pct<= 0.5=0.132
diff_target_3_4 ~ 3.5499 * diff_input_2_9: mean_abs=33.7532, median_abs=33.4669, max_abs=69.8837, pct<= 0.1=0.004, pct<= 0.5=0.040
sum_target_1_2 ~ 1.0 * sum_input_6_10: mean_abs=17.2243, median_abs=14.0010, max_abs=64.0188, pct<= 0.1=0.028, pct<= 0.5=0.216
diff_target_1_2 ~ 1.0 * diff_input_11_12: mean_abs=19.4622, median_abs=15.3319, max_abs=66.9216, pct<= 0.1=0.040, pct<= 0.5=0.320
sum_target_3_4 ~ -0.6950 * sum_input_5_12: mean_abs=22.0461, median_abs=20.2163, max_abs=61.6466, pct<= 0.1=0.006, pct<= 0.5=0.022
prod_target_2_3 ~ 1.0 * prod_input_4_9: mean_abs=262.6429, median_abs=145.3265, max_abs=1690.7979, pct<= 0.1=0.028, pct<= 0.5=0.128
sum_target_3_4 ~ 1.0 * sum_input_5_9: mean_abs=22.3536, median_abs=21.0257, max_abs=70.3883, pct<= 0.1=0.008, pct<= 0.5=0.076
prod_target_1_3 ~ 1.0 * prod_input_4_7: mean_abs=287.1003, median_abs=156.2308, max_abs=2023.6755, pct<= 0.1=0.024, pct<= 0.5=0.150
sum_target_3_4 ~ 1.0 * sum_input_2_8: mean_abs=26.0343, median_abs=18.9167, max_abs=99.8398, pct<= 0.1=0.050, pct<= 0.5=0.378
prod_target_2_4 ~ 1.0 * prod_input_2_4: mean_abs=289.0428, median_abs=144.8667, max_abs=2061.3844, pct<= 0.1=0.030, pct<= 0.5=0.114
sum_target_3_4 ~ 1.0 * sum_input_8_12: mean_abs=25.0537, median_abs=19.3691, max_abs=95.3173, pct<= 0.1=0.038, pct<= 0.5=0.340
prod_target_1_3 ~ 1.0 * prod_input_8_9: mean_abs=286.4689, median_abs=150.1598, max_abs=2062.7338, pct<= 0.1=0.016, pct<= 0.5=0.150
raw_target_2 ~ 1.0 * raw_input_3: mean_abs=16.3367, median_abs=12.0559, max_abs=59.6876, pct<= 0.1=0.104, pct<= 0.5=0.382
prod_target_1_3 ~ -1.0167 * prod_input_1_5: mean_abs=270.1906, median_abs=123.6288, max_abs=1961.8594, pct<= 0.1=0.018, pct<= 0.5=0.104
sum_target_1_2 ~ 1.0 * sum_input_10_12: mean_abs=15.9253, median_abs=13.1344, max_abs=53.1609, pct<= 0.1=0.016, pct<= 0.5=0.118
sum_target_1_4 ~ 2.0333 * sum_input_6_12: mean_abs=16.0364, median_abs=12.8105, max_abs=52.4418, pct<= 0.1=0.066, pct<= 0.5=0.364
prod_target_2_3 ~ 1.0 * prod_input_7_9: mean_abs=287.5525, median_abs=172.0217, max_abs=1855.6371, pct<= 0.1=0.018, pct<= 0.5=0.178
diff_target_1_4 ~ 1.0 * diff_input_2_9: mean_abs=21.5731, median_abs=17.9327, max_abs=77.6310, pct<= 0.1=0.006, pct<= 0.5=0.040
diff_target_2_3 ~ 1.0 * diff_input_1_2: mean_abs=21.8368, median_abs=16.9298, max_abs=85.0349, pct<= 0.1=0.004, pct<= 0.5=0.036
diff_target_1_2 ~ 1.0 * diff_input_5_8: mean_abs=20.4815, median_abs=14.3302, max_abs=72.0232, pct<= 0.1=0.050, pct<= 0.5=0.392
prod_target_1_3 ~ 1.0 * prod_input_6_9: mean_abs=265.3414, median_abs=101.1057, max_abs=1821.3609, pct<= 0.1=0.008, pct<= 0.5=0.058
sum_target_3_4 ~ 1.0 * sum_input_1_5: mean_abs=22.2932, median_abs=20.5818, max_abs=69.9806, pct<= 0.1=0.006, pct<= 0.5=0.064
sum_target_3_4 ~ 1.0 * sum_input_3_5: mean_abs=22.9710, median_abs=20.2039, max_abs=81.2462, pct<= 0.1=0.034, pct<= 0.5=0.166
prod_target_1_3 ~ 1.0 * prod_input_1_4: mean_abs=278.5276, median_abs=138.1168, max_abs=1996.0036, pct<= 0.1=0.026, pct<= 0.5=0.124
prod_target_1_4 ~ 1.0 * prod_input_8_11: mean_abs=245.7432, median_abs=143.0330, max_abs=1340.3451, pct<= 0.1=0.004, pct<= 0.5=0.114
sum_target_3_4 ~ 1.0 * sum_input_2_5: mean_abs=22.2894, median_abs=20.6047, max_abs=69.6130, pct<= 0.1=0.010, pct<= 0.5=0.058
prod_target_1_2 ~ 1.0 * prod_input_5_6: mean_abs=140.2171, median_abs=101.3790, max_abs=552.1235, pct<= 0.1=0.004, pct<= 0.5=0.024
