Top 500 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ -1.0000 * sign_target_4: mean_abs=0.0000, median_abs=0.0000, max_abs=0.0000, pct<= 0.1=1.000, pct<= 0.5=1.000
absdiff_target_3_4 ~ 2.6996 * absdiff_input_6_10: mean_abs=5.4894, median_abs=5.0470, max_abs=16.3828, pct<= 0.1=0.336, pct<= 0.5=0.926
ratio_inv_target_1_2 ~ 0.0007 * ratio_input_3_6: mean_abs=3.4811, median_abs=1.0693, max_abs=194.0918, pct<= 0.1=0.516, pct<= 0.5=0.854
radius_target_1_2 ~ 2.1604 * absdiff_input_2_6: mean_abs=3.2667, median_abs=2.8664, max_abs=12.3570, pct<= 0.1=0.332, pct<= 0.5=0.916
geom_target_1_2 ~ 0.8780 * geom_input_2_3: mean_abs=2.6636, median_abs=2.1824, max_abs=14.5676, pct<= 0.1=0.238, pct<= 0.5=0.908
radius_target_1_2 ~ 1.5217 * absdiff_input_6_7: mean_abs=3.2624, median_abs=2.9339, max_abs=11.7247, pct<= 0.1=0.364, pct<= 0.5=0.896
normdiff_target_1_2 ~ 0.0007 * normdiff_input_11_12: mean_abs=7.6384, median_abs=1.2182, max_abs=1032.6815, pct<= 0.1=0.576, pct<= 0.5=0.830
geom_target_1_2 ~ 1.0 * geom_input_3_9: mean_abs=2.6021, median_abs=1.6134, max_abs=19.6462, pct<= 0.1=0.372, pct<= 0.5=0.858
radius_target_1_2 ~ 1.0 * absdiff_input_5_9: mean_abs=4.1371, median_abs=4.1858, max_abs=10.0090, pct<= 0.1=0.094, pct<= 0.5=0.976
radius_target_1_2 ~ 2.1001 * absdiff_input_6_9: mean_abs=3.1825, median_abs=2.6236, max_abs=12.0025, pct<= 0.1=0.368, pct<= 0.5=0.902
radius_target_1_2 ~ 2.7198 * radius_input_6_12: mean_abs=2.8273, median_abs=2.3546, max_abs=9.7204, pct<= 0.1=0.418, pct<= 0.5=0.922
absdiff_target_3_4 ~ 1.0 * absdiff_input_3_10: mean_abs=7.8069, median_abs=7.6268, max_abs=18.8562, pct<= 0.1=0.080, pct<= 0.5=0.978
radius_target_1_2 ~ 1.0 * absdiff_input_7_10: mean_abs=5.5351, median_abs=5.4711, max_abs=14.7666, pct<= 0.1=0.088, pct<= 0.5=0.980
diff_target_3_4 ~ -2.6994 * diff_input_6_10: mean_abs=5.5061, median_abs=5.0653, max_abs=16.3852, pct<= 0.1=0.336, pct<= 0.5=0.926
maxabs2_target_3_4 ~ 1.8273 * maxabs2_input_3_10: mean_abs=5.2612, median_abs=4.0840, max_abs=23.4446, pct<= 0.1=0.304, pct<= 0.5=0.894
ratio_target_1_3 ~ 0.0267 * ratio_input_3_6: mean_abs=116.0618, median_abs=1.1835, max_abs=38831.9855, pct<= 0.1=0.564, pct<= 0.5=0.834
geom_target_1_2 ~ 1.0 * geom_input_7_10: mean_abs=2.6402, median_abs=1.7417, max_abs=17.4943, pct<= 0.1=0.376, pct<= 0.5=0.848
maxabs2_target_3_4 ~ 1.8315 * maxabs2_input_1_3: mean_abs=5.2955, median_abs=4.1224, max_abs=23.5655, pct<= 0.1=0.306, pct<= 0.5=0.894
maxabs2_target_3_4 ~ 1.8159 * maxabs2_input_3_7: mean_abs=5.2837, median_abs=4.2349, max_abs=23.1135, pct<= 0.1=0.302, pct<= 0.5=0.892
geom_target_1_2 ~ 1.0 * geom_input_1_3: mean_abs=2.6138, median_abs=1.6342, max_abs=18.4849, pct<= 0.1=0.360, pct<= 0.5=0.858
geom_target_1_2 ~ 0.8025 * geom_input_3_8: mean_abs=2.7705, median_abs=2.4544, max_abs=16.8309, pct<= 0.1=0.244, pct<= 0.5=0.916
